player,nation_x,pos_x,squad_x,born_x,mp,starts,min,gls_x,ast_x,pk_x,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league_x,nation_y,pos_y,squad_y,born_y,90s_x,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_vs_dribbles,att_vs_dribbles,tkl_perc_vs_dribbles,past_vs_dribbles,press,succ,percent,def_3rd_pressures,mid_3rd_pressures,att_3rd_pressures,blocks,sh_blocks,shsv_blocks,pass_blocks,int,tkl_and_int,clr,err,league_y,nation_x,pos_x,squad_x,born_x,90s_y,cmp_total,att_total,cmp_perc_total,tot_dist_total,prg_dist_total,cmp_short,att_short,cmp_perc_short,cmp_medium,att_medium,cmp_perc_medium,cmp_long,att_long,cmp_perc_long,ast_y,ppa,crs_pa,prog,league ,nation_y,pos_y,squad_y,born_y,90s,gls_y,sh,sot,sot_perc,sh_per_90,sot_per_90,g_per_Sh,g_per_sot,dist,fk,pk_y,pk_att,league
Seybou Koita,ne NIG,"FW,MF",Amiens,1994,6,2,212,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,ne NIG,"FW,MF",Amiens,1994.0,2.4,3.0,3.0,1.0,1.0,1.0,2.0,2.0,100.0,0.0,29.0,7.0,24.1,3.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,French,ne NIG,"FW,MF",Amiens,1994,2.4,39.0,57.0,68.4,561.0,123.0,24.0,29.0,82.8,9.0,11.0,81.8,3.0,11.0,27.3,0.0,2.0,0.0,5.0,French ,ne NIG,"FW,MF",Amiens,1994.0,2.4,0.0,3.0,2.0,66.7,1.27,0.85,0.0,0.0,15.7,0.0,0.0,0.0,French
Souleymane Camara,sn SEN,FW,Montpellier,1982,24,8,934,2,1.0,0.0,1.0,1,0,0.19,0.1,0.29,0.19,2017,French,sn SEN,FW,Montpellier,1982.0,10.4,3.0,3.0,0.0,2.0,1.0,1.0,2.0,50.0,1.0,142.0,44.0,31.0,14.0,66.0,62.0,7.0,2.0,0.0,5.0,2.0,5.0,14.0,0.0,French,sn SEN,FW,Montpellier,1982,10.4,169.0,257.0,65.8,2725.0,437.0,83.0,118.0,70.3,60.0,85.0,70.6,14.0,27.0,51.9,1.0,7.0,1.0,15.0,French ,sn SEN,FW,Montpellier,1982.0,10.4,2.0,18.0,6.0,33.3,1.73,0.58,0.11,0.33,11.8,0.0,0.0,1.0,French
Stef Peeters,be BEL,MF,Caen,1992,20,11,1109,0,3.0,0.0,1.0,4,0,0.0,0.24,0.24,0.0,2017,French,be BEL,MF,Caen,1992.0,12.3,16.0,9.0,6.0,9.0,1.0,7.0,29.0,24.1,22.0,215.0,45.0,20.9,83.0,96.0,36.0,15.0,3.0,0.0,12.0,10.0,26.0,6.0,0.0,French,be BEL,MF,Caen,1992,12.3,346.0,546.0,63.4,7326.0,2999.0,118.0,159.0,74.2,152.0,194.0,78.4,69.0,164.0,42.1,3.0,8.0,0.0,57.0,French ,be BEL,MF,Caen,1992.0,12.3,0.0,16.0,7.0,43.8,1.3,0.57,0.0,0.0,20.4,1.0,0.0,1.0,French
Stiven Mendoza,co COL,"FW,MF",Amiens,1992,13,12,1032,2,0.0,0.0,0.0,0,0,0.17,0.0,0.17,0.17,2017,French,co COL,"FW,MF",Amiens,1992.0,11.5,11.0,9.0,5.0,2.0,4.0,1.0,10.0,10.0,9.0,155.0,34.0,21.9,48.0,63.0,44.0,13.0,1.0,0.0,12.0,15.0,26.0,2.0,0.0,French,co COL,"FW,MF",Amiens,1992,11.5,256.0,366.0,69.9,4280.0,1496.0,137.0,171.0,80.1,84.0,115.0,73.0,26.0,52.0,50.0,0.0,6.0,1.0,19.0,French ,co COL,"FW,MF",Amiens,1992.0,11.5,2.0,25.0,6.0,24.0,2.18,0.52,0.08,0.33,20.7,2.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Lyon,1996,32,28,2350,0,3.0,0.0,0.0,5,0,0.0,0.11,0.11,0.0,2017,French,fr FRA,MF,Lyon,1996.0,26.1,64.0,45.0,30.0,23.0,11.0,15.0,38.0,39.5,23.0,611.0,167.0,27.3,178.0,308.0,125.0,57.0,10.0,0.0,47.0,36.0,100.0,5.0,0.0,French,fr FRA,MF,Lyon,1996,26.1,1344.0,1514.0,88.8,24726.0,6469.0,530.0,592.0,89.5,626.0,676.0,92.6,166.0,192.0,86.5,3.0,25.0,3.0,137.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Lyon,1996,32,28,2350,0,3.0,0.0,0.0,5,0,0.0,0.11,0.11,0.0,2017,French,fr FRA,MF,Lyon,1996.0,26.1,64.0,45.0,30.0,23.0,11.0,15.0,38.0,39.5,23.0,611.0,167.0,27.3,178.0,308.0,125.0,57.0,10.0,0.0,47.0,36.0,100.0,5.0,0.0,French,fr FRA,MF,Amiens,1996,2.6,81.0,107.0,75.7,1446.0,528.0,34.0,40.0,85.0,32.0,40.0,80.0,11.0,22.0,50.0,0.0,4.0,0.0,14.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Lyon,1996,32,28,2350,0,3.0,0.0,0.0,5,0,0.0,0.11,0.11,0.0,2017,French,fr FRA,MF,Amiens,1996.0,2.6,5.0,5.0,3.0,2.0,0.0,1.0,1.0,100.0,0.0,62.0,19.0,30.6,15.0,36.0,11.0,6.0,1.0,0.0,5.0,3.0,8.0,1.0,0.0,French,fr FRA,MF,Lyon,1996,26.1,1344.0,1514.0,88.8,24726.0,6469.0,530.0,592.0,89.5,626.0,676.0,92.6,166.0,192.0,86.5,3.0,25.0,3.0,137.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Lyon,1996,32,28,2350,0,3.0,0.0,0.0,5,0,0.0,0.11,0.11,0.0,2017,French,fr FRA,MF,Amiens,1996.0,2.6,5.0,5.0,3.0,2.0,0.0,1.0,1.0,100.0,0.0,62.0,19.0,30.6,15.0,36.0,11.0,6.0,1.0,0.0,5.0,3.0,8.0,1.0,0.0,French,fr FRA,MF,Amiens,1996,2.6,81.0,107.0,75.7,1446.0,528.0,34.0,40.0,85.0,32.0,40.0,80.0,11.0,22.0,50.0,0.0,4.0,0.0,14.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Amiens,1996,3,3,236,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Lyon,1996.0,26.1,64.0,45.0,30.0,23.0,11.0,15.0,38.0,39.5,23.0,611.0,167.0,27.3,178.0,308.0,125.0,57.0,10.0,0.0,47.0,36.0,100.0,5.0,0.0,French,fr FRA,MF,Lyon,1996,26.1,1344.0,1514.0,88.8,24726.0,6469.0,530.0,592.0,89.5,626.0,676.0,92.6,166.0,192.0,86.5,3.0,25.0,3.0,137.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Amiens,1996,3,3,236,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Lyon,1996.0,26.1,64.0,45.0,30.0,23.0,11.0,15.0,38.0,39.5,23.0,611.0,167.0,27.3,178.0,308.0,125.0,57.0,10.0,0.0,47.0,36.0,100.0,5.0,0.0,French,fr FRA,MF,Amiens,1996,2.6,81.0,107.0,75.7,1446.0,528.0,34.0,40.0,85.0,32.0,40.0,80.0,11.0,22.0,50.0,0.0,4.0,0.0,14.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Amiens,1996,3,3,236,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Amiens,1996.0,2.6,5.0,5.0,3.0,2.0,0.0,1.0,1.0,100.0,0.0,62.0,19.0,30.6,15.0,36.0,11.0,6.0,1.0,0.0,5.0,3.0,8.0,1.0,0.0,French,fr FRA,MF,Lyon,1996,26.1,1344.0,1514.0,88.8,24726.0,6469.0,530.0,592.0,89.5,626.0,676.0,92.6,166.0,192.0,86.5,3.0,25.0,3.0,137.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Tanguy Ndombele,fr FRA,MF,Amiens,1996,3,3,236,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Amiens,1996.0,2.6,5.0,5.0,3.0,2.0,0.0,1.0,1.0,100.0,0.0,62.0,19.0,30.6,15.0,36.0,11.0,6.0,1.0,0.0,5.0,3.0,8.0,1.0,0.0,French,fr FRA,MF,Amiens,1996,2.6,81.0,107.0,75.7,1446.0,528.0,34.0,40.0,85.0,32.0,40.0,80.0,11.0,22.0,50.0,0.0,4.0,0.0,14.0,French ,fr FRA,MF,Lyon,1996.0,26.1,0.0,27.0,5.0,18.5,1.03,0.19,0.0,0.0,22.5,0.0,0.0,0.0,French
Thiago Maia,br BRA,"MF,DF",Lille,1997,34,28,2466,0,0.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,2017,French,br BRA,"MF,DF",Lille,1997.0,27.4,47.0,32.0,26.0,18.0,3.0,9.0,52.0,17.3,43.0,370.0,105.0,28.4,141.0,195.0,34.0,60.0,10.0,2.0,50.0,67.0,114.0,23.0,1.0,French,br BRA,"MF,DF",Lille,1997,27.4,1449.0,1718.0,84.3,28506.0,8540.0,509.0,574.0,88.7,679.0,761.0,89.2,232.0,322.0,72.0,0.0,12.0,2.0,159.0,French ,br BRA,"MF,DF",Lille,1997.0,27.4,0.0,18.0,2.0,11.1,0.66,0.07,0.0,0.0,24.5,0.0,0.0,0.0,French
Thiago Mendes,br BRA,MF,Lille,1992,31,27,2294,3,3.0,0.0,0.0,4,2,0.12,0.12,0.24,0.12,2017,French,br BRA,MF,Lille,1992.0,25.5,28.0,18.0,14.0,13.0,1.0,7.0,22.0,31.8,15.0,294.0,87.0,29.6,79.0,155.0,60.0,26.0,3.0,0.0,23.0,27.0,55.0,21.0,0.0,French,br BRA,MF,Lille,1992,25.5,1162.0,1368.0,84.9,20883.0,5786.0,539.0,589.0,91.5,437.0,494.0,88.5,147.0,222.0,66.2,3.0,27.0,1.0,137.0,French ,br BRA,MF,Lille,1992.0,25.5,3.0,45.0,15.0,33.3,1.77,0.59,0.07,0.2,22.9,4.0,0.0,0.0,French
Thiago Motta,it ITA,MF,Paris S-G,1982,19,14,1155,1,1.0,0.0,0.0,3,1,0.08,0.08,0.16,0.08,2017,French,it ITA,MF,Paris S-G,1982.0,12.8,22.0,14.0,10.0,11.0,1.0,5.0,22.0,22.7,17.0,121.0,29.0,24.0,35.0,57.0,29.0,14.0,4.0,0.0,10.0,15.0,37.0,19.0,0.0,French,it ITA,MF,Paris S-G,1982,12.8,1215.0,1302.0,93.3,21737.0,6760.0,508.0,536.0,94.8,555.0,576.0,96.4,131.0,155.0,84.5,1.0,5.0,0.0,115.0,French ,it ITA,MF,Paris S-G,1982.0,12.8,1.0,6.0,3.0,50.0,0.47,0.23,0.17,0.33,17.1,0.0,0.0,0.0,French
Thiago Silva,br BRA,DF,Paris S-G,1984,25,24,2115,1,1.0,0.0,0.0,5,0,0.04,0.04,0.09,0.04,2017,French,br BRA,DF,Paris S-G,1984.0,23.5,30.0,21.0,21.0,9.0,0.0,11.0,19.0,57.9,8.0,154.0,64.0,41.6,88.0,60.0,6.0,40.0,21.0,3.0,19.0,22.0,52.0,78.0,1.0,French,br BRA,DF,Paris S-G,1984,23.5,1583.0,1676.0,94.5,31702.0,11617.0,535.0,562.0,95.2,785.0,809.0,97.0,239.0,274.0,87.2,1.0,8.0,0.0,86.0,French ,br BRA,DF,Paris S-G,1984.0,23.5,1.0,12.0,6.0,50.0,0.51,0.26,0.08,0.17,17.0,0.0,0.0,0.0,French
Thomas Lemar,fr FRA,"MF,FW",Monaco,1995,30,27,2377,2,6.0,0.0,0.0,1,0,0.08,0.23,0.3,0.08,2017,French,fr FRA,"MF,FW",Monaco,1995.0,26.4,25.0,12.0,7.0,13.0,5.0,8.0,38.0,21.1,30.0,535.0,133.0,24.9,105.0,262.0,168.0,26.0,0.0,0.0,26.0,20.0,45.0,8.0,0.0,French,fr FRA,"MF,FW",Monaco,1995,26.4,983.0,1297.0,75.8,18817.0,5831.0,412.0,475.0,86.7,397.0,484.0,82.0,152.0,295.0,51.5,6.0,31.0,8.0,133.0,French ,fr FRA,"MF,FW",Monaco,1995.0,26.4,2.0,48.0,13.0,27.1,1.82,0.49,0.04,0.15,22.7,16.0,0.0,0.0,French
Thomas Mangani,fr FRA,MF,Angers,1987,35,34,3025,2,4.0,1.0,1.0,7,0,0.06,0.12,0.18,0.03,2017,French,fr FRA,MF,Angers,1987.0,33.6,70.0,51.0,34.0,30.0,6.0,19.0,98.0,19.4,79.0,718.0,172.0,24.0,174.0,409.0,135.0,55.0,4.0,0.0,51.0,41.0,111.0,40.0,2.0,French,fr FRA,MF,Angers,1987,33.6,1496.0,2088.0,71.6,30758.0,12183.0,589.0,686.0,85.9,609.0,788.0,77.3,278.0,536.0,51.9,4.0,29.0,6.0,219.0,French ,fr FRA,MF,Angers,1987.0,33.6,2.0,36.0,9.0,25.0,1.07,0.27,0.03,0.11,21.8,10.0,1.0,1.0,French
Thomas Meunier,be BEL,DF,Paris S-G,1991,24,16,1577,4,3.0,0.0,0.0,3,0,0.23,0.17,0.4,0.23,2017,French,be BEL,DF,Paris S-G,1991.0,17.5,36.0,24.0,23.0,8.0,5.0,15.0,36.0,41.7,21.0,196.0,68.0,34.7,105.0,56.0,35.0,30.0,3.0,0.0,27.0,14.0,50.0,31.0,1.0,French,be BEL,DF,Paris S-G,1991,17.5,907.0,1116.0,81.3,14727.0,5094.0,467.0,527.0,88.6,354.0,434.0,81.6,67.0,109.0,61.5,3.0,27.0,15.0,93.0,French ,be BEL,DF,Paris S-G,1991.0,17.5,4.0,11.0,5.0,45.5,0.63,0.29,0.36,0.8,15.1,0.0,0.0,0.0,French
Thomas Monconduit,fr FRA,MF,Amiens,1991,34,34,2948,1,3.0,0.0,0.0,7,1,0.03,0.09,0.12,0.03,2017,French,fr FRA,MF,Amiens,1991.0,32.8,76.0,47.0,39.0,32.0,5.0,22.0,64.0,34.4,42.0,566.0,160.0,28.3,217.0,294.0,55.0,58.0,17.0,2.0,41.0,52.0,128.0,66.0,1.0,French,fr FRA,MF,Amiens,1991,32.8,1128.0,1440.0,78.3,20900.0,6287.0,480.0,560.0,85.7,468.0,584.0,80.1,151.0,235.0,64.3,3.0,18.0,5.0,148.0,French ,fr FRA,MF,Amiens,1991.0,32.8,1.0,28.0,4.0,14.3,0.85,0.12,0.04,0.25,28.2,0.0,0.0,0.0,French
Valentin Eysseric,fr FRA,"FW,MF",Nice,1992,1,1,90,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,"FW,MF",Fiorentina,1992.0,7.8,19.0,13.0,9.0,5.0,5.0,9.0,21.0,42.9,12.0,156.0,46.0,29.5,34.0,75.0,47.0,10.0,1.0,0.0,9.0,7.0,26.0,4.0,0.0,Italian,fr FRA,"FW,MF",Fiorentina,1992,7.8,303.0,403.0,75.2,5358.0,1529.0,153.0,177.0,86.4,107.0,134.0,79.9,42.0,80.0,52.5,1.0,11.0,2.0,38.0,Italy,fr FRA,"FW,MF",Nice,1992.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,21.3,0.0,0.0,0.0,French
Valentin Eysseric,fr FRA,"FW,MF",Nice,1992,1,1,90,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,"FW,MF",Fiorentina,1992.0,7.8,19.0,13.0,9.0,5.0,5.0,9.0,21.0,42.9,12.0,156.0,46.0,29.5,34.0,75.0,47.0,10.0,1.0,0.0,9.0,7.0,26.0,4.0,0.0,Italian,fr FRA,"FW,MF",Fiorentina,1992,7.8,303.0,403.0,75.2,5358.0,1529.0,153.0,177.0,86.4,107.0,134.0,79.9,42.0,80.0,52.5,1.0,11.0,2.0,38.0,Italy,fr FRA,"FW,MF",Fiorentina,1992.0,7.8,1.0,16.0,4.0,25.0,2.04,0.51,0.06,0.25,18.4,1.0,0.0,0.0,Italian
Valentin Eysseric,fr FRA,"FW,MF",Nice,1992,1,1,90,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,"FW,MF",Fiorentina,1992.0,7.8,19.0,13.0,9.0,5.0,5.0,9.0,21.0,42.9,12.0,156.0,46.0,29.5,34.0,75.0,47.0,10.0,1.0,0.0,9.0,7.0,26.0,4.0,0.0,Italian,fr FRA,"FW,MF",Nice,1992,1.0,59.0,75.0,78.7,1089.0,293.0,27.0,30.0,90.0,23.0,25.0,92.0,8.0,16.0,50.0,0.0,0.0,0.0,4.0,French ,fr FRA,"FW,MF",Nice,1992.0,1.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,21.3,0.0,0.0,0.0,French
Valentin Eysseric,fr FRA,"FW,MF",Nice,1992,1,1,90,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,"FW,MF",Fiorentina,1992.0,7.8,19.0,13.0,9.0,5.0,5.0,9.0,21.0,42.9,12.0,156.0,46.0,29.5,34.0,75.0,47.0,10.0,1.0,0.0,9.0,7.0,26.0,4.0,0.0,Italian,fr FRA,"FW,MF",Nice,1992,1.0,59.0,75.0,78.7,1089.0,293.0,27.0,30.0,90.0,23.0,25.0,92.0,8.0,16.0,50.0,0.0,0.0,0.0,4.0,French ,fr FRA,"FW,MF",Fiorentina,1992.0,7.8,1.0,16.0,4.0,25.0,2.04,0.51,0.06,0.25,18.4,1.0,0.0,0.0,Italian
Valentin Rongier,fr FRA,"MF,FW",Nantes,1994,32,29,2350,1,1.0,0.0,0.0,1,0,0.04,0.04,0.08,0.04,2017,French,fr FRA,"MF,FW",Nantes,1994.0,26.1,63.0,49.0,24.0,31.0,8.0,19.0,51.0,37.3,32.0,614.0,153.0,24.9,110.0,320.0,184.0,48.0,7.0,0.0,41.0,43.0,106.0,11.0,0.0,French,fr FRA,"MF,FW",Nantes,1994,26.1,1114.0,1305.0,85.4,19620.0,4882.0,505.0,580.0,87.1,470.0,521.0,90.2,111.0,154.0,72.1,1.0,24.0,2.0,115.0,French ,fr FRA,"MF,FW",Nantes,1994.0,26.1,1.0,28.0,6.0,21.4,1.07,0.23,0.04,0.17,23.8,3.0,0.0,0.0,French
Valentin Rosier,fr FRA,DF,Dijon,1996,36,31,2781,0,3.0,0.0,0.0,5,0,0.0,0.1,0.1,0.0,2017,French,fr FRA,DF,Dijon,1996.0,30.9,72.0,43.0,46.0,23.0,3.0,23.0,55.0,41.8,32.0,475.0,130.0,27.4,285.0,149.0,41.0,77.0,11.0,0.0,66.0,53.0,125.0,60.0,0.0,French,fr FRA,DF,Dijon,1996,30.9,1092.0,1422.0,76.8,19941.0,7442.0,451.0,523.0,86.2,518.0,630.0,82.2,104.0,210.0,49.5,3.0,24.0,11.0,94.0,French ,fr FRA,DF,Dijon,1996.0,30.9,0.0,18.0,5.0,27.8,0.58,0.16,0.0,0.0,22.9,0.0,0.0,0.0,French
Vincent Bessat,fr FRA,"DF,MF",Caen,1985,24,18,1570,0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,"DF,MF",Caen,1985.0,17.4,33.0,19.0,24.0,8.0,1.0,19.0,47.0,40.4,28.0,275.0,75.0,27.3,120.0,110.0,45.0,22.0,0.0,0.0,22.0,19.0,52.0,16.0,1.0,French,fr FRA,"DF,MF",Caen,1985,17.4,681.0,920.0,74.0,12110.0,5695.0,296.0,346.0,85.5,305.0,382.0,79.8,65.0,148.0,43.9,0.0,28.0,20.0,89.0,French ,fr FRA,"DF,MF",Caen,1985.0,17.4,0.0,17.0,6.0,35.3,0.97,0.34,0.0,0.0,25.3,0.0,0.0,0.0,French
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,KÃ¶ln,1995.0,8.8,28.0,20.0,9.0,18.0,1.0,6.0,22.0,27.3,16.0,234.0,67.0,28.6,77.0,131.0,26.0,11.0,0.0,0.0,11.0,12.0,40.0,7.0,0.0,German,fr FRA,MF,Kln,1995,8.8,474.0,524.0,90.5,8895.0,1715.0,190.0,210.0,90.5,214.0,229.0,93.4,64.0,72.0,88.9,0.0,8.0,0.0,38.0,Germany,fr FRA,MF,Nice,1995.0,9.0,0.0,4.0,1.0,25.0,0.45,0.11,0.0,0.0,20.0,0.0,0.0,0.0,French
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,KÃ¶ln,1995.0,8.8,28.0,20.0,9.0,18.0,1.0,6.0,22.0,27.3,16.0,234.0,67.0,28.6,77.0,131.0,26.0,11.0,0.0,0.0,11.0,12.0,40.0,7.0,0.0,German,fr FRA,MF,Kln,1995,8.8,474.0,524.0,90.5,8895.0,1715.0,190.0,210.0,90.5,214.0,229.0,93.4,64.0,72.0,88.9,0.0,8.0,0.0,38.0,Germany,fr FRA,MF,KÃ¶ln,1995.0,8.8,1.0,3.0,2.0,66.7,0.34,0.23,0.33,0.5,19.0,0.0,0.0,0.0,German
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,KÃ¶ln,1995.0,8.8,28.0,20.0,9.0,18.0,1.0,6.0,22.0,27.3,16.0,234.0,67.0,28.6,77.0,131.0,26.0,11.0,0.0,0.0,11.0,12.0,40.0,7.0,0.0,German,fr FRA,MF,Nice,1995,9.0,546.0,581.0,94.0,10143.0,2156.0,213.0,223.0,95.5,244.0,258.0,94.6,73.0,78.0,93.6,0.0,2.0,0.0,38.0,French ,fr FRA,MF,Nice,1995.0,9.0,0.0,4.0,1.0,25.0,0.45,0.11,0.0,0.0,20.0,0.0,0.0,0.0,French
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,KÃ¶ln,1995.0,8.8,28.0,20.0,9.0,18.0,1.0,6.0,22.0,27.3,16.0,234.0,67.0,28.6,77.0,131.0,26.0,11.0,0.0,0.0,11.0,12.0,40.0,7.0,0.0,German,fr FRA,MF,Nice,1995,9.0,546.0,581.0,94.0,10143.0,2156.0,213.0,223.0,95.5,244.0,258.0,94.6,73.0,78.0,93.6,0.0,2.0,0.0,38.0,French ,fr FRA,MF,KÃ¶ln,1995.0,8.8,1.0,3.0,2.0,66.7,0.34,0.23,0.33,0.5,19.0,0.0,0.0,0.0,German
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Nice,1995.0,9.0,11.0,9.0,6.0,2.0,3.0,4.0,20.0,20.0,16.0,194.0,63.0,32.5,83.0,79.0,32.0,12.0,3.0,1.0,9.0,12.0,23.0,5.0,0.0,French,fr FRA,MF,Kln,1995,8.8,474.0,524.0,90.5,8895.0,1715.0,190.0,210.0,90.5,214.0,229.0,93.4,64.0,72.0,88.9,0.0,8.0,0.0,38.0,Germany,fr FRA,MF,Nice,1995.0,9.0,0.0,4.0,1.0,25.0,0.45,0.11,0.0,0.0,20.0,0.0,0.0,0.0,French
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Nice,1995.0,9.0,11.0,9.0,6.0,2.0,3.0,4.0,20.0,20.0,16.0,194.0,63.0,32.5,83.0,79.0,32.0,12.0,3.0,1.0,9.0,12.0,23.0,5.0,0.0,French,fr FRA,MF,Kln,1995,8.8,474.0,524.0,90.5,8895.0,1715.0,190.0,210.0,90.5,214.0,229.0,93.4,64.0,72.0,88.9,0.0,8.0,0.0,38.0,Germany,fr FRA,MF,KÃ¶ln,1995.0,8.8,1.0,3.0,2.0,66.7,0.34,0.23,0.33,0.5,19.0,0.0,0.0,0.0,German
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Nice,1995.0,9.0,11.0,9.0,6.0,2.0,3.0,4.0,20.0,20.0,16.0,194.0,63.0,32.5,83.0,79.0,32.0,12.0,3.0,1.0,9.0,12.0,23.0,5.0,0.0,French,fr FRA,MF,Nice,1995,9.0,546.0,581.0,94.0,10143.0,2156.0,213.0,223.0,95.5,244.0,258.0,94.6,73.0,78.0,93.6,0.0,2.0,0.0,38.0,French ,fr FRA,MF,Nice,1995.0,9.0,0.0,4.0,1.0,25.0,0.45,0.11,0.0,0.0,20.0,0.0,0.0,0.0,French
Vincent Koziello,fr FRA,MF,Nice,1995,15,10,808,0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,MF,Nice,1995.0,9.0,11.0,9.0,6.0,2.0,3.0,4.0,20.0,20.0,16.0,194.0,63.0,32.5,83.0,79.0,32.0,12.0,3.0,1.0,9.0,12.0,23.0,5.0,0.0,French,fr FRA,MF,Nice,1995,9.0,546.0,581.0,94.0,10143.0,2156.0,213.0,223.0,95.5,244.0,258.0,94.6,73.0,78.0,93.6,0.0,2.0,0.0,38.0,French ,fr FRA,MF,KÃ¶ln,1995.0,8.8,1.0,3.0,2.0,66.7,0.34,0.23,0.33,0.5,19.0,0.0,0.0,0.0,German
Vincent Manceau,fr FRA,DF,Angers,1989,33,33,2970,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2017,French,fr FRA,DF,Angers,1989.0,33.0,71.0,36.0,46.0,21.0,4.0,31.0,76.0,40.8,45.0,397.0,115.0,29.0,228.0,122.0,47.0,60.0,1.0,0.0,59.0,37.0,108.0,47.0,0.0,French,fr FRA,DF,Angers,1989,33.0,1285.0,1717.0,74.8,23502.0,10742.0,544.0,619.0,87.9,574.0,706.0,81.3,147.0,313.0,47.0,0.0,27.0,8.0,129.0,French ,fr FRA,DF,Angers,1989.0,33.0,0.0,16.0,3.0,18.8,0.48,0.09,0.0,0.0,25.4,0.0,0.0,0.0,French
