player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Aaron Hughes,nir NIR,DF,Fulham,1979,38,38,3404,1,0,0,0,0,0,0.03,0,0.03,0.03,2010,English
Aaron Lennon,eng ENG,"FW,MF",Tottenham,1987,34,25,2361,3,2,0,0,1,0,0.11,0.08,0.19,0.11,2010,English
Aaron Ramsey,wal WAL,MF,Arsenal,1990,7,5,354,1,0,0,0,1,0,0.25,0,0.25,0.25,2010,English
Abdoulaye Faye,sn SEN,"DF,MF",Stoke City,1978,14,12,1127,1,0,0,0,1,0,0.08,0,0.08,0.08,2010,English
Abdoulaye Méïté,ci CIV,DF,West Brom,1980,10,10,855,0,0,0,0,2,0,0,0,0,0,2010,English
Abdul Razak,ci CIV,MF,Manchester City,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,English
Abou Diaby,fr FRA,MF,Arsenal,1986,16,13,954,2,2,0,0,1,1,0.19,0.19,0.38,0.19,2010,English
Ádám Bogdán,hu HUN,GK,Bolton,1987,4,3,323,0,0,0,0,0,0,0,0,0,0,2010,English
Adam Forshaw,eng ENG,MF,Everton,1991,1,0,9,0,0,0,0,0,0,0,0,0,0,2010,English
Adam Hammill,eng ENG,"FW,MF",Wolves,1988,10,7,536,0,0,0,0,0,0,0,0,0,0,2010,English
Adam Johnson,eng ENG,MF,Manchester City,1987,31,15,1542,4,4,0,0,2,0,0.23,0.23,0.47,0.23,2010,English
Adlène Guedioura,dz ALG,MF,Wolves,1985,10,4,368,1,1,0,0,2,0,0.24,0.24,0.49,0.24,2010,English
Adrián López,es ESP,DF,Wigan Athletic,1987,1,1,68,0,0,0,0,0,0,0,0,0,0,2010,English
Ahmed Elmohamady,eg EGY,"DF,MF",Sunderland,1987,36,26,2455,0,0,0,0,1,0,0,0,0,0,2010,English
Alan Hutton,sco SCO,DF,Tottenham,1984,21,19,1706,2,1,0,0,2,0,0.11,0.05,0.16,0.11,2010,English
Alan Smith,eng ENG,"FW,MF",Newcastle Utd,1980,11,7,580,0,0,0,0,3,0,0,0,0,0,2010,English
Aleksandar Kolarov,rs SRB,DF,Manchester City,1985,24,20,1720,1,1,0,0,6,1,0.05,0.05,0.1,0.05,2010,English
Alessandro Diamanti,it ITA,"FW,MF",West Ham,1983,1,0,19,0,0,0,0,0,0,0,0,0,0,2010,English
Alex,br BRA,DF,Chelsea,1982,15,12,1109,2,0,0,0,3,0,0.16,0,0.16,0.16,2010,English
Alex Baptiste,eng ENG,DF,Blackpool,1986,21,19,1731,2,0,0,0,2,0,0.1,0,0.1,0.1,2010,English
Alex Song,cm CMR,"DF,MF",Arsenal,1987,31,30,2593,4,1,0,0,8,1,0.14,0.03,0.17,0.14,2010,English
Alexander Hleb,by BLR,MF,Birmingham City,1981,19,13,1089,1,1,0,0,0,0,0.08,0.08,0.17,0.08,2010,English
Ali Al-Habsi,om OMA,GK,Wigan Athletic,1981,34,34,3060,0,0,0,0,0,0,0,0,0,0,2010,English
Amine Linganzi,cg CGO,MF,Blackburn,1989,1,0,39,0,0,0,0,0,0,0,0,0,0,2010,English
Anderson,br BRA,MF,Manchester Utd,1988,18,14,1182,1,3,0,0,2,0,0.08,0.23,0.3,0.08,2010,English
Andrew Johnson,eng ENG,FW,Fulham,1981,27,15,1559,3,2,0,0,3,0,0.17,0.12,0.29,0.17,2010,English
Andrey Arshavin,ru RUS,"FW,MF",Arsenal,1981,37,25,2187,6,11,1,1,1,0,0.25,0.45,0.7,0.21,2010,English
Andy Carroll,eng ENG,FW,Liverpool,1989,7,5,445,2,0,0,0,1,0,0.4,0,0.4,0.4,2010,English
Andy Carroll,eng ENG,FW,Newcastle Utd,1989,19,18,1625,11,4,0,0,4,0,0.61,0.22,0.83,0.61,2010,English
Andy Keogh,ie IRL,"FW,MF",Wolves,1986,1,0,39,0,0,0,0,0,0,0,0,0,0,2010,English
Andy O'Brien,ie IRL,DF,Bolton,1979,2,1,42,0,0,0,0,0,0,0,0,0,0,2010,English
Andy Reid,ie IRL,MF,Sunderland,1982,2,0,14,0,0,0,0,0,0,0,0,0,0,2010,English
Andy Reid,ie IRL,MF,Blackpool,1982,5,2,190,0,0,0,0,0,0,0,0,0,0,2010,English
Antolín Alcaraz,py PAR,DF,Wigan Athletic,1982,34,34,3029,1,0,0,0,7,1,0.03,0,0.03,0.03,2010,English
Anton Ferdinand,eng ENG,DF,Sunderland,1985,27,23,2088,0,0,0,0,2,0,0,0,0,0,2010,English
Asamoah Gyan,gh GHA,FW,Sunderland,1985,31,20,2005,10,3,0,0,0,0,0.45,0.13,0.58,0.45,2010,English
Ashley Cole,eng ENG,DF,Chelsea,1980,38,38,3385,0,4,0,0,4,0,0,0.11,0.11,0,2010,English
Asmir Begovi?,ba BIH,GK,Stoke City,1987,28,28,2520,0,0,0,0,3,0,0,0,0,0,2010,English
Bacary Sagna,fr FRA,DF,Arsenal,1983,33,33,2970,1,2,0,0,3,1,0.03,0.06,0.09,0.03,2010,English
Barry Bannan,sco SCO,MF,Aston Villa,1989,12,7,639,0,1,0,0,1,0,0,0.14,0.14,0,2010,English
Barry Ferguson,ie IRL,DF,Birmingham City,1979,35,35,3150,0,0,0,0,1,0,0,0,0,0,2010,English
Bebé,pt POR,"FW,MF",Manchester Utd,1990,2,0,75,0,0,0,0,0,0,0,0,0,0,2010,English
Ben Foster,eng ENG,GK,Birmingham City,1983,38,38,3369,0,0,0,0,3,0,0,0,0,0,2010,English
Benjani Mwaruwari,zw ZIM,FW,Blackburn,1978,18,6,662,3,0,0,0,0,0,0.41,0,0.41,0.41,2010,English
Benni McCarthy,za RSA,FW,West Ham,1977,6,0,81,0,0,0,0,0,0,0,0,0,0,2010,English
Benoît Assou-Ekotto,cm CMR,DF,Tottenham,1984,30,30,2569,0,1,0,0,2,0,0,0.04,0.04,0,2010,English
Bjørn Helge Riise,no NOR,MF,Fulham,1983,3,0,28,0,0,0,0,0,0,0,0,0,0,2010,English
Boaz Myhill,wal WAL,GK,West Brom,1982,6,6,540,0,0,0,0,0,0,0,0,0,0,2010,English
Brad Friedel,us USA,GK,Aston Villa,1971,38,38,3420,0,0,0,0,2,0,0,0,0,0,2010,English
Branislav Ivanovi?,rs SRB,DF,Chelsea,1984,34,32,2827,4,3,0,0,12,0,0.13,0.1,0.22,0.13,2010,English
Brede Hangeland,no NOR,DF,Fulham,1981,37,37,3330,6,1,0,0,6,0,0.16,0.03,0.19,0.16,2010,English
Brett Emerton,au AUS,"DF,MF",Blackburn,1979,30,24,2194,4,5,0,0,4,0,0.16,0.21,0.37,0.16,2010,English
Brett Ormerod,eng ENG,FW,Blackpool,1976,19,6,716,1,1,0,0,0,0,0.13,0.13,0.25,0.13,2010,English
Callum McManaman,eng ENG,"FW,MF",Wigan Athletic,1991,3,0,14,0,0,0,0,0,0,0,0,0,0,2010,English
Cameron Jerome,eng ENG,FW,Birmingham City,1986,34,30,2648,3,6,0,0,2,0,0.1,0.2,0.31,0.1,2010,English
Carlo Cudicini,it ITA,GK,Tottenham,1973,8,8,720,0,0,0,0,0,0,0,0,0,0,2010,English
Carlos Cuéllar,es ESP,DF,Aston Villa,1981,12,10,894,0,0,0,0,2,0,0,0,0,0,2010,English
Carlos Salcido,mx MEX,"DF,MF",Fulham,1980,23,22,1901,0,2,0,0,3,0,0,0.09,0.09,0,2010,English
Carlton Cole,eng ENG,FW,West Ham,1983,35,21,2120,5,2,0,1,4,0,0.21,0.08,0.3,0.21,2010,English
Cesc Fàbregas,es ESP,"FW,MF",Arsenal,1987,25,22,1880,3,10,0,1,5,0,0.14,0.48,0.62,0.14,2010,English
Charles N'Zogbia,fr FRA,"DF,FW",Wigan Athletic,1986,34,32,2784,9,6,0,0,2,1,0.29,0.19,0.48,0.29,2010,English
Charlie Adam,sco SCO,MF,Blackpool,1985,35,34,3049,12,8,7,8,11,0,0.35,0.24,0.59,0.15,2010,English
Chris Baird,nir NIR,"DF,MF",Fulham,1982,29,25,2383,2,1,0,0,5,0,0.08,0.04,0.11,0.08,2010,English
Chris Basham,eng ENG,"DF,MF",Blackpool,1988,2,1,121,0,0,0,0,1,0,0,0,0,0,2010,English
Chris Brunt,nir NIR,"DF,MF",West Brom,1984,34,34,3010,4,9,2,3,9,0,0.12,0.27,0.39,0.06,2010,English
Chris Herd,au AUS,"DF,MF",Aston Villa,1989,6,1,110,0,0,0,0,0,0,0,0,0,0,2010,English
Chris Kirkland,eng ENG,GK,Wigan Athletic,1981,4,4,331,0,0,0,0,0,0,0,0,0,0,2010,English
Chris Smalling,eng ENG,DF,Manchester Utd,1989,16,11,1086,0,0,0,0,0,0,0,0,0,0,2010,English
Christian Poulsen,dk DEN,MF,Liverpool,1980,12,9,742,0,0,0,0,1,0,0,0,0,0,2010,English
Christophe Berra,sco SCO,DF,Wolves,1985,32,31,2791,0,1,0,0,6,1,0,0.03,0.03,0,2010,English
Christopher Samba,cg CGO,DF,Blackburn,1984,33,33,2877,4,0,0,0,3,1,0.13,0,0.13,0.13,2010,English
Ciaran Clark,ie IRL,"DF,MF",Aston Villa,1989,19,16,1569,3,0,0,0,9,0,0.17,0,0.17,0.17,2010,English
Clint Dempsey,us USA,"FW,MF",Fulham,1983,37,35,3091,12,4,1,2,5,0,0.35,0.12,0.47,0.32,2010,English
Colin Doyle,ie IRL,GK,Birmingham City,1985,1,0,51,0,0,0,0,0,0,0,0,0,0,2010,English
Conor Sammon,ie IRL,FW,Wigan Athletic,1986,7,1,214,1,0,0,0,0,0,0.42,0,0.42,0.42,2010,English
Craig Cathcart,nir NIR,DF,Blackpool,1989,30,28,2387,1,0,0,0,1,0,0.04,0,0.04,0.04,2010,English
Craig Gardner,eng ENG,MF,Birmingham City,1986,29,25,2218,8,0,1,1,6,2,0.32,0,0.32,0.28,2010,English
Craig Gordon,sco SCO,GK,Sunderland,1982,15,15,1350,0,0,0,0,0,0,0,0,0,0,2010,English
Craig Lynch,eng ENG,"FW,MF",Sunderland,1992,2,0,30,0,0,0,0,0,0,0,0,0,0,2010,English
Cristian Riveros,py PAR,MF,Sunderland,1982,12,5,503,1,0,0,0,1,0,0.18,0,0.18,0.18,2010,English
Curtis Davies,eng ENG,DF,Birmingham City,1985,6,2,338,0,0,0,0,1,0,0,0,0,0,2010,English
Damien Duff,ie IRL,"FW,MF",Fulham,1979,24,22,1876,4,2,0,0,3,0,0.19,0.1,0.29,0.19,2010,English
Dan Gosling,eng ENG,"DF,MF",Newcastle Utd,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,English
Daniel Agger,dk DEN,DF,Liverpool,1984,16,12,1092,0,0,0,0,0,0,0,0,0,0,2010,English
Daniel Pacheco,es ESP,"FW,MF",Liverpool,1991,1,0,6,0,0,0,0,0,0,0,0,0,0,2010,English
Daniel Sturridge,eng ENG,"FW,MF",Chelsea,1989,13,0,160,0,0,0,0,0,0,0,0,0,0,2010,English
Daniel Sturridge,eng ENG,"FW,MF",Bolton,1989,12,11,972,8,0,0,0,0,1,0.74,0,0.74,0.74,2010,English
Danny Collins,wal WAL,DF,Stoke City,1980,25,23,2030,0,0,0,0,6,0,0,0,0,0,2010,English
Danny Gabbidon,wal WAL,DF,West Ham,1979,26,24,2180,0,0,0,0,3,0,0,0,0,0,2010,English
Danny Guthrie,eng ENG,MF,Newcastle Utd,1987,14,11,949,0,0,0,0,3,0,0,0,0,0,2010,English
Danny Higginbotham,,DF,Stoke City,1978,10,9,843,2,0,0,0,0,0,0.21,0,0.21,0.21,2010,English
Danny Murphy,eng ENG,MF,Fulham,1977,37,37,3111,0,4,0,0,8,0,0,0.12,0.12,0,2010,English
Danny Pugh,eng ENG,"DF,MF",Stoke City,1982,10,5,528,0,0,0,0,1,0,0,0,0,0,2010,English
Danny Rose,eng ENG,"DF,MF",Tottenham,1990,4,4,350,0,0,0,0,0,0,0,0,0,0,2010,English
Danny Simpson,eng ENG,DF,Newcastle Utd,1987,30,30,2685,0,0,0,0,4,0,0,0,0,0,2010,English
Darren Bent,eng ENG,FW,Sunderland,1984,20,20,1743,8,0,3,3,1,0,0.41,0,0.41,0.26,2010,English
Darren Bent,eng ENG,FW,Aston Villa,1984,16,16,1398,9,1,0,0,0,0,0.58,0.06,0.64,0.58,2010,English
Darren Fletcher,sco SCO,MF,Manchester Utd,1984,26,24,2109,2,5,0,0,3,0,0.09,0.21,0.3,0.09,2010,English
Darron Gibson,ie IRL,MF,Manchester Utd,1987,12,6,656,0,1,0,0,3,0,0,0.14,0.14,0,2010,English
David Bentley,eng ENG,MF,Tottenham,1984,2,1,103,0,0,0,0,1,0,0,0,0,0,2010,English
David Bentley,eng ENG,MF,Birmingham City,1984,13,9,821,0,1,0,0,0,0,0,0.11,0.11,0,2010,English
David Carney,au AUS,"DF,MF",Blackpool,1983,11,5,496,0,0,0,0,0,0,0,0,0,0,2010,English
David Dunn,eng ENG,MF,Blackburn,1979,27,17,1385,2,1,1,1,3,0,0.13,0.06,0.19,0.06,2010,English
David Edwards,wal WAL,MF,Wolves,1986,15,12,913,1,2,0,0,0,0,0.1,0.2,0.3,0.1,2010,English
David Jones,eng ENG,MF,Wolves,1984,12,11,951,1,0,0,0,1,0,0.09,0,0.09,0.09,2010,English
David Luiz,br BRA,"DF,MF",Chelsea,1987,12,11,953,2,0,0,0,3,0,0.19,0,0.19,0.19,2010,English
David Meyler,ie IRL,MF,Sunderland,1989,5,4,259,0,0,0,0,2,0,0,0,0,0,2010,English
David Murphy,eng ENG,DF,Birmingham City,1984,10,3,431,0,1,0,0,2,0,0,0.21,0.21,0,2010,English
David N'Gog,fr FRA,FW,Liverpool,1989,25,9,1065,2,1,0,0,1,0,0.17,0.08,0.25,0.17,2010,English
David Silva,es ESP,"FW,MF",Manchester City,1986,35,30,2550,4,7,0,0,2,0,0.14,0.25,0.39,0.14,2010,English
David Stockdale,eng ENG,GK,Fulham,1985,7,7,630,0,0,0,0,0,0,0,0,0,0,2010,English
Dedryck Boyata,be BEL,DF,Manchester City,1990,7,5,345,0,0,0,0,1,1,0,0,0,0,2010,English
Dekel Keinan,il ISR,DF,Blackpool,1984,6,3,399,0,0,0,0,2,0,0,0,0,0,2010,English
Demba Ba,sn SEN,FW,West Ham,1985,12,10,933,7,0,0,0,1,0,0.68,0,0.68,0.68,2010,English
Denílson,br BRA,MF,Arsenal,1988,16,6,629,0,0,0,0,4,0,0,0,0,0,2010,English
Dickson Etuhu,ng NGA,MF,Fulham,1982,28,23,1971,2,2,0,0,3,0,0.09,0.09,0.18,0.09,2010,English
Didier Drogba,ci CIV,FW,Chelsea,1978,36,30,2791,11,11,2,3,6,0,0.35,0.35,0.71,0.29,2010,English
Dimitar Berbatov,bg BUL,FW,Manchester Utd,1981,32,24,2208,20,4,0,0,1,0,0.82,0.16,0.98,0.82,2010,English
Diniyar Bilyaletdinov,ru RUS,MF,Everton,1985,26,10,932,2,2,0,0,1,1,0.19,0.19,0.39,0.19,2010,English
Diomansy Kamara,sn SEN,FW,Fulham,1980,10,7,535,2,0,0,0,0,0,0.34,0,0.34,0.34,2010,English
Dirk Kuyt,nl NED,"DF,FW",Liverpool,1980,33,32,2815,13,6,5,5,3,0,0.42,0.19,0.61,0.26,2010,English
DJ Campbell,eng ENG,FW,Blackpool,1981,31,30,2626,13,1,0,0,1,1,0.45,0.03,0.48,0.45,2010,English
Eddie Johnson,us USA,FW,Fulham,1984,11,1,225,0,0,0,0,0,0,0,0,0,0,2010,English
Edin Džeko,ba BIH,FW,Manchester City,1986,15,8,854,2,2,0,0,0,0,0.21,0.21,0.42,0.21,2010,English
Edwin van der Sar,nl NED,GK,Manchester Utd,1970,33,33,2970,0,0,0,0,1,0,0,0,0,0,2010,English
Eiður Guðjohnsen,is ISL,"FW,MF",Stoke City,1978,4,0,69,0,0,0,0,0,0,0,0,0,0,2010,English
Eiður Guðjohnsen,is ISL,"FW,MF",Fulham,1978,10,4,412,0,1,0,0,1,0,0,0.22,0.22,0,2010,English
El Hadji Diouf,sn SEN,"FW,MF",Blackburn,1981,20,18,1558,0,2,0,0,4,0,0,0.12,0.12,0,2010,English
Elliot Grandin,fr FRA,"FW,MF",Blackpool,1987,23,21,1499,1,3,0,0,0,0,0.06,0.18,0.24,0.06,2010,English
Emile Heskey,eng ENG,FW,Aston Villa,1978,19,11,893,3,1,0,0,3,1,0.3,0.1,0.4,0.3,2010,English
Emmanuel Adebayor,tg TOG,FW,Manchester City,1984,8,2,244,1,0,1,1,0,0,0.37,0,0.37,0,2010,English
Emmanuel Eboué,ci CIV,"DF,MF",Arsenal,1983,13,8,707,1,0,0,0,4,0,0.13,0,0.13,0.13,2010,English
Emmerson Boyce,bb BRB,DF,Wigan Athletic,1979,22,20,1669,0,0,0,0,3,0,0,0,0,0,2010,English
Eric Lichaj,us USA,DF,Aston Villa,1988,5,3,274,0,0,0,0,1,0,0,0,0,0,2010,English
Fabian Delph,eng ENG,"DF,MF",Aston Villa,1989,7,4,413,0,0,0,0,1,0,0,0,0,0,2010,English
Fábio,br BRA,DF,Manchester Utd,1990,11,5,559,1,0,0,0,2,0,0.16,0,0.16,0.16,2010,English
Fábio Aurélio,br BRA,"DF,MF",Liverpool,1979,14,7,570,0,0,0,0,2,0,0,0,0,0,2010,English
Fabrice Muamba,eng ENG,MF,Bolton,1988,36,32,2581,1,0,0,0,6,0,0.03,0,0.03,0.03,2010,English
Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,1982,35,35,3081,2,0,0,0,3,1,0.06,0,0.06,0.06,2010,English
Federico Macheda,it ITA,FW,Manchester Utd,1991,7,2,220,1,0,0,0,0,0,0.41,0,0.41,0.41,2010,English
Florent Malouda,fr FRA,"FW,MF",Chelsea,1980,38,33,2799,13,5,0,0,1,0,0.42,0.16,0.58,0.42,2010,English
Fraizer Campbell,eng ENG,FW,Sunderland,1987,3,3,225,0,0,0,0,0,0,0,0,0,0,2010,English
Franco Di Santo,ar ARG,FW,Wigan Athletic,1989,25,9,928,1,3,0,0,2,0,0.1,0.29,0.39,0.1,2010,English
Frank Lampard,eng ENG,MF,Chelsea,1978,24,23,2024,10,2,4,5,2,0,0.44,0.09,0.53,0.27,2010,English
Frank Nouble,eng ENG,"FW,MF",West Ham,1991,2,0,4,0,0,0,0,0,0,0,0,0,0,2010,English
Freddie Sears,eng ENG,"FW,MF",West Ham,1989,11,9,759,1,0,0,0,0,0,0.12,0,0.12,0.12,2010,English
Frédéric Piquionne,fr FRA,FW,West Ham,1978,34,26,2246,6,4,1,1,2,1,0.24,0.16,0.4,0.2,2010,English
Gabby Agbonlahor,eng ENG,"FW,MF",Aston Villa,1986,26,17,1602,3,2,0,0,3,0,0.17,0.11,0.28,0.17,2010,English
Gabriel Obertan,fr FRA,"FW,MF",Manchester Utd,1989,7,3,284,0,0,0,0,0,0,0,0,0,0,2010,English
Gaël Clichy,fr FRA,DF,Arsenal,1985,33,33,2970,0,1,0,0,3,0,0,0.03,0.03,0,2010,English
Gaël Givet,fr FRA,DF,Blackburn,1981,29,29,2445,1,0,0,0,4,0,0.04,0,0.04,0.04,2010,English
Gaël Kakuta,cd COD,"FW,MF",Fulham,1991,7,2,237,1,0,0,0,0,0,0.38,0,0.38,0.38,2010,English
Gaël Kakuta,cd COD,"FW,MF",Chelsea,1991,5,1,123,0,0,0,0,0,0,0,0,0,0,2010,English
Gareth Bale,wal WAL,"FW,MF",Tottenham,1989,30,29,2447,7,2,0,0,1,0,0.26,0.07,0.33,0.26,2010,English
Gareth Barry,eng ENG,MF,Manchester City,1981,33,31,2702,2,3,0,0,8,0,0.07,0.1,0.17,0.07,2010,English
Garry O'Connor,sco SCO,FW,Birmingham City,1983,3,2,149,0,0,0,0,0,0,0,0,0,0,2010,English
Gary Cahill,eng ENG,DF,Bolton,1985,36,36,3214,3,0,0,0,7,1,0.08,0,0.08,0.08,2010,English
Gary Caldwell,sco SCO,"DF,MF",Wigan Athletic,1982,23,23,1976,0,1,0,0,7,1,0,0.05,0.05,0,2010,English
Gary Neville,eng ENG,DF,Manchester Utd,1975,3,3,205,0,0,0,0,1,0,0,0,0,0,2010,English
Gary O'Neil,eng ENG,MF,West Ham,1983,8,7,589,0,1,0,0,0,0,0,0.15,0.15,0,2010,English
Geoffrey Mujangi Bia,be BEL,MF,Wolves,1989,1,0,12,0,0,0,0,0,0,0,0,0,0,2010,English
George Elokobi,cm CMR,DF,Wolves,1986,27,23,2124,2,0,0,0,6,0,0.08,0,0.08,0.08,2010,English
Giles Barnes,jm JAM,"FW,MF",West Brom,1988,14,1,318,0,0,0,0,0,0,0,0,0,0,2010,English
Giovani dos Santos,mx MEX,"FW,MF",Tottenham,1989,3,0,45,0,0,0,0,0,0,0,0,0,0,2010,English
Glen Johnson,eng ENG,DF,Liverpool,1984,28,28,2437,2,2,0,0,4,0,0.07,0.07,0.15,0.07,2010,English
Gonzalo Jara,cl CHI,"DF,MF",West Brom,1985,29,24,2106,1,0,0,0,6,1,0.04,0,0.04,0.04,2010,English
Graham Dorrans,sco SCO,"FW,MF",West Brom,1987,21,16,1414,1,1,0,0,2,0,0.06,0.06,0.13,0.06,2010,English
Grant Hanley,sco SCO,DF,Blackburn,1991,7,5,444,1,0,0,0,1,0,0.2,0,0.2,0.2,2010,English
Greg Halford,eng ENG,"DF,FW",Wolves,1984,2,0,24,0,0,0,0,1,0,0,0,0,0,2010,English
Grétar Steinsson,is ISL,DF,Bolton,1982,23,23,1987,1,0,0,0,6,0,0.05,0,0.05,0.05,2010,English
Habib Beye,sn SEN,DF,Aston Villa,1977,3,2,182,0,0,0,0,0,0,0,0,0,0,2010,English
Hatem Ben Arfa,fr FRA,"FW,MF",Newcastle Utd,1987,4,3,168,1,0,0,0,0,0,0.54,0,0.54,0.54,2010,English
Hérita Ilunga,cd COD,DF,West Ham,1982,11,10,866,0,0,0,0,1,0,0,0,0,0,2010,English
Hérold Goulon,fr FRA,"GK,MF",Blackburn,1988,4,1,59,0,0,0,0,0,0,0,0,0,0,2010,English
Heurelho Gomes,br BRA,GK,Tottenham,1981,30,30,2700,0,0,0,0,4,0,0,0,0,0,2010,English
Hugo Rodallega,co COL,FW,Wigan Athletic,1985,36,34,3025,9,1,0,0,4,1,0.27,0.03,0.3,0.27,2010,English
Ian Evatt,eng ENG,DF,Blackpool,1981,38,36,3215,1,3,0,0,6,1,0.03,0.08,0.11,0.03,2010,English
Ishmael Miller,eng ENG,FW,West Brom,1987,6,0,103,0,0,0,0,0,0,0,0,0,0,2010,English
Ishmel Demontagnac,eng ENG,MF,Blackpool,1988,1,0,34,0,0,0,0,0,0,0,0,0,0,2010,English
Ivan Klasni?,hr CRO,FW,Bolton,1980,22,0,335,4,0,0,0,2,1,1.07,0,1.07,1.07,2010,English
Jack Colback,eng ENG,MF,Sunderland,1989,11,6,589,0,0,0,0,1,0,0,0,0,0,2010,English
Jack Collison,wal WAL,MF,West Ham,1988,3,2,200,0,0,0,0,0,0,0,0,0,0,2010,English
Jack Robinson,eng ENG,DF,Liverpool,1993,2,1,147,0,0,0,0,1,0,0,0,0,0,2010,English
Jack Rodwell,eng ENG,"DF,MF",Everton,1991,24,14,1420,0,1,0,0,5,0,0,0.06,0.06,0,2010,English
James Beattie,eng ENG,FW,Blackpool,1978,9,5,433,0,0,0,0,0,0,0,0,0,0,2010,English
James Collins,wal WAL,DF,Aston Villa,1983,32,31,2854,3,0,0,0,5,0,0.09,0,0.09,0.09,2010,English
James Hurst,eng ENG,DF,West Brom,1992,1,1,90,0,0,0,0,0,0,0,0,0,0,2010,English
James McArthur,sco SCO,MF,Wigan Athletic,1987,18,3,557,0,0,0,0,0,0,0,0,0,0,2010,English
James McCarthy,ie IRL,MF,Wigan Athletic,1990,24,24,1976,3,1,0,0,2,0,0.14,0.05,0.18,0.14,2010,English
James McFadden,sco SCO,"FW,MF",Birmingham City,1983,4,3,276,0,1,0,0,0,0,0,0.33,0.33,0,2010,English
James Milner,eng ENG,"DF,MF",Aston Villa,1986,1,1,84,1,0,0,0,0,0,1.07,0,1.07,1.07,2010,English
James Milner,eng ENG,"DF,MF",Manchester City,1986,32,23,2050,0,6,0,0,4,0,0,0.26,0.26,0,2010,English
James Morrison,sco SCO,"FW,MF",West Brom,1986,31,26,2269,4,2,0,0,2,1,0.16,0.08,0.24,0.16,2010,English
James Perch,eng ENG,"DF,MF",Newcastle Utd,1985,13,9,877,0,0,0,0,6,0,0,0,0,0,2010,English
Jamie Carragher,eng ENG,"DF,MF",Liverpool,1978,28,28,2486,0,0,0,0,4,0,0,0,0,0,2010,English
Jamie O'Hara,eng ENG,MF,Wolves,1986,14,13,1115,3,1,0,0,3,0,0.24,0.08,0.32,0.24,2010,English
Jason Euell,jm JAM,"FW,MF",Blackpool,1977,3,1,105,0,0,0,0,1,0,0,0,0,0,2010,English
Jason Lowe,eng ENG,"DF,MF",Blackburn,1991,1,0,67,0,0,0,0,0,0,0,0,0,0,2010,English
Jason Puncheon,eng ENG,MF,Blackpool,1986,11,6,647,3,0,0,0,0,0,0.42,0,0.42,0.42,2010,English
Jason Roberts,gd GRN,FW,Blackburn,1978,25,13,1490,5,4,0,0,2,0,0.3,0.24,0.54,0.3,2010,English
Javier Hernández,mx MEX,FW,Manchester Utd,1988,27,15,1492,13,1,0,0,5,0,0.78,0.06,0.84,0.78,2010,English
Javier Mascherano,ar ARG,"DF,MF",Liverpool,1984,1,1,77,0,1,0,0,0,0,0,1.17,1.17,0,2010,English
Jay Emmanuel-Thomas,eng ENG,"FW,MF",Arsenal,1990,1,0,10,0,0,0,0,0,0,0,0,0,0,2010,English
Jay Spearing,eng ENG,MF,Liverpool,1988,11,10,796,0,0,0,0,0,0,0,0,0,0,2010,English
Jean Beausejour,cl CHI,"DF,FW",Birmingham City,1984,17,9,895,2,0,0,0,0,0,0.2,0,0.2,0.2,2010,English
Jean Makoun,cm CMR,MF,Aston Villa,1983,7,7,552,0,0,0,0,3,1,0,0,0,0,2010,English
Jeffrey Bruma,nl NED,DF,Chelsea,1991,2,1,110,0,0,0,0,0,0,0,0,0,0,2010,English
Jens Lehmann,de GER,GK,Arsenal,1969,1,1,90,0,0,0,0,0,0,0,0,0,0,2010,English
Jermain Defoe,eng ENG,FW,Tottenham,1982,22,16,1477,4,2,0,0,0,1,0.24,0.12,0.37,0.24,2010,English
Jermaine Beckford,jm JAM,FW,Everton,1983,32,14,1327,8,1,0,0,3,0,0.54,0.07,0.61,0.54,2010,English
Jermaine Jenas,eng ENG,MF,Tottenham,1983,19,14,1322,0,1,0,0,2,0,0,0.07,0.07,0,2010,English
Jermaine Jones,us USA,MF,Blackburn,1981,15,15,1291,0,0,0,0,8,0,0,0,0,0,2010,English
Jermaine Pennant,eng ENG,MF,Stoke City,1983,29,26,2013,3,8,0,0,3,0,0.13,0.36,0.49,0.13,2010,English
Jérôme Boateng,de GER,DF,Manchester City,1988,16,14,1238,0,0,0,0,1,0,0,0,0,0,2010,English
Jô,br BRA,FW,Manchester City,1987,12,3,348,0,0,0,0,0,0,0,0,0,0,2010,English
Jody Craddock,eng ENG,"DF,MF",Wolves,1975,15,14,1175,1,0,0,0,5,0,0.08,0,0.08,0.08,2010,English
Joe Cole,eng ENG,MF,Liverpool,1981,20,9,801,2,1,0,0,1,1,0.22,0.11,0.34,0.22,2010,English
Joe Hart,eng ENG,GK,Manchester City,1987,38,38,3420,0,0,0,0,1,0,0,0,0,0,2010,English
Joey Barton,eng ENG,MF,Newcastle Utd,1982,32,32,2877,4,9,2,2,7,0,0.13,0.28,0.41,0.06,2010,English
Johan Djourou,ch SUI,DF,Arsenal,1987,22,20,1794,1,0,0,0,3,0,0.05,0,0.05,0.05,2010,English
